"replication","weight","speed","surface_roughness"
3,0.25,40,527.041749870393
1,0.275,40,512.641362166056
2,0.275,40,525.331374302277
3,0.275,40,522.796407368163
1,0.3,40,519.752379667435
2,0.3,40,531.698203498005
3,0.3,40,534.549885510982
1,0.325,40,525.826708139371
2,0.325,40,519.215165734013
3,0.325,40,539.055576934676
1,0.35,40,522.721780926288
2,0.35,40,513.087400523438
3,0.35,40,536.58593043865
1,0.375,40,518.610738244396
2,0.375,40,526.237270186636
3,0.375,40,531.832790113835
1,0.4,40,515.32395521314
2,0.4,40,516.934362865538
3,0.4,40,515.465631959918
1,0.425,40,518.895298244279
2,0.425,40,505.149962468798
3,0.425,40,506.535146571729
1,0.45,40,511.725591809103
2,0.45,40,528.595590241371
3,0.45,40,513.765865134991
1,0.475,40,508.519564359586
2,0.475,40,519.235742432693
3,0.475,40,503.166596391348
1,0.5,40,521.21863113505
2,0.5,40,500.416926030151
3,0.5,40,502.959505789751
1,0.025,45,526.158307597373
2,0.025,45,533.833191915575
3,0.025,45,540.666927730709
1,0.05,45,544.68778881941
2,0.05,45,544.369307983398
3,0.05,45,529.957526785372
1,0.075,45,535.123240026071
2,0.075,45,528.072392059526
3,0.075,45,543.920131705551
1,0.1,45,521.183109154358
2,0.1,45,535.02478723115
3,0.1,45,532.254395707811
1,0.125,45,519.942924655315
2,0.125,45,532.143422720883
3,0.125,45,519.752393393499
1,0.15,45,533.890129453359
2,0.15,45,526.442756684106
3,0.15,45,533.054828854171
1,0.175,45,521.788600840424
2,0.175,45,523.105059528239
3,0.175,45,503.182958185305
1,0.2,45,524.305611964908
2,0.2,45,523.525003904567
3,0.2,45,522.141218791632
1,0.225,45,508.78713535508
2,0.225,45,510.154449166405
3,0.225,45,521.53494169013
1,0.25,45,503.454011150605
2,0.25,45,510.420919602606
3,0.25,45,513.921138944011
1,0.275,45,499.109674142768
2,0.275,45,506.617437855834
3,0.275,45,517.091775176354
1,0.3,45,497.472196429642
2,0.3,45,505.545347551292
3,0.3,45,505.27117916879
1,0.325,45,491.221661063826
2,0.325,45,496.532327735504
3,0.325,45,513.59604979986
1,0.35,45,514.231978047383
2,0.35,45,523.673090162721
3,0.35,45,492.952978521653
1,0.375,45,504.669399899019
2,0.375,45,501.226290063337
3,0.375,45,503.832338079952
1,0.4,45,484.763479500513
2,0.4,45,482.459072592674
3,0.4,45,481.136917792861
1,0.425,45,490.277825489816
2,0.425,45,490.818804023766
3,0.425,45,489.129753188299
1,0.45,45,498.105942504482
2,0.45,45,488.300835772171
3,0.45,45,490.017326267502
1,0.475,45,481.26445650963
2,0.475,45,480.190899672676
3,0.475,45,498.85272116236
1,0.5,45,480.956812342373
2,0.5,45,488.268070812863
3,0.5,45,475.664206569626
1,0.025,50,513.636379125795
2,0.025,50,514.263818379313
3,0.025,50,516.431258212051
1,0.05,50,511.514306563436
2,0.05,50,515.200369422741
3,0.05,50,510.226234423065
1,0.075,50,499.886616857837
2,0.075,50,519.008818585577
3,0.075,50,513.90303597098
1,0.1,50,515.34544710132
2,0.1,50,500.925107016497
3,0.1,50,527.471863198698
1,0.125,50,525.264322241073
2,0.125,50,507.650387303007
3,0.125,50,498.544587346469
1,0.15,50,504.863438410736
2,0.15,50,507.936387160049
3,0.15,50,497.401045740966
1,0.175,50,483.108823991913
2,0.175,50,508.876499000235
3,0.175,50,500.437482618521
1,0.2,50,497.689183086013
2,0.2,50,496.231101332447
3,0.2,50,508.534325717984
1,0.225,50,476.804310856387
2,0.225,50,483.866466848619
3,0.225,50,495.008153084643
1,0.25,50,499.740208293856
2,0.25,50,506.424544763359
3,0.25,50,489.516561802363
1,0.275,50,478.108295265788
2,0.275,50,473.403664139204
3,0.275,50,477.848962890584
1,0.3,50,486.878621926199
2,0.3,50,494.400139016537
3,0.3,50,473.374444655496
1,0.325,50,470.636533354695
2,0.325,50,494.220172238289
3,0.325,50,493.10320713287
1,0.35,50,486.67621407703
2,0.35,50,482.364428837812
3,0.35,50,483.562616365342
1,0.375,50,464.746290974325
2,0.375,50,466.477701467763
3,0.375,50,472.073413132844
1,0.4,50,473.156453259929
2,0.4,50,464.50743976935
3,0.4,50,477.693970979926
1,0.425,50,461.65372377444
2,0.425,50,463.278551026938
3,0.425,50,451.832237036879
1,0.45,50,473.463888448834
2,0.45,50,467.948297154124
3,0.45,50,479.377534078888
1,0.475,50,460.832360718584
2,0.475,50,469.919985664326
3,0.475,50,466.337704422931
1,0.5,50,462.98779696942
2,0.5,50,469.934256544915
3,0.5,50,458.654990212235
1,0.025,55,493.809263819008
2,0.025,55,488.841173327738
3,0.025,55,478.55047026545
1,0.05,55,482.761375941682
2,0.05,55,489.995690690471
3,0.05,55,487.236558145251
1,0.075,55,473.033193180955
2,0.075,55,483.278643884967
3,0.075,55,499.815589499919
1,0.1,55,481.169134643112
2,0.1,55,496.253678708895
3,0.1,55,482.967099575406
1,0.125,55,485.996564020193
2,0.125,55,490.621150373257
3,0.125,55,471.804082724227
1,0.15,55,470.845445373487
2,0.15,55,470.268890507336
3,0.15,55,493.136574559212
1,0.175,55,453.916663103515
2,0.175,55,465.639916422917
3,0.175,55,475.371797625423
1,0.2,55,468.831813034291
2,0.2,55,472.667798442527
3,0.2,55,460.944120160015
1,0.225,55,464.068429360208
2,0.225,55,479.063235834927
3,0.225,55,463.205797510741
1,0.25,55,465.910200173808
2,0.25,55,471.358888041337
3,0.25,55,467.811920353708
1,0.275,55,467.746499413905
2,0.275,55,471.811517641716
3,0.275,55,461.989279877982
1,0.3,55,472.881618182359
2,0.3,55,456.504449589213
3,0.3,55,455.284962673694
1,0.325,55,446.598656639606
2,0.325,55,453.31214649215
3,0.325,55,454.20836282604
1,0.35,55,457.728313442378
2,0.35,55,440.035844293966
3,0.35,55,460.27147187294
1,0.375,55,445.6713810475
2,0.375,55,442.988827255862
3,0.375,55,453.933305577346
1,0.4,55,431.509832727889
2,0.4,55,449.47713547184
3,0.4,55,432.35364359
1,0.425,55,452.207133543671
2,0.425,55,443.582240378825
3,0.425,55,434.212204263765
1,0.45,55,431.95731849235
2,0.45,55,438.401041976899
3,0.45,55,455.961685579747
1,0.475,55,442.465221747488
2,0.475,55,439.177851316454
3,0.475,55,444.07957722781
1,0.5,55,439.940479667554
2,0.5,55,428.374605634762
3,0.5,55,421.398958413843
1,0.025,60,462.518639784575
2,0.025,60,470.543295508728
3,0.025,60,469.719739439347
1,0.05,60,463.153718774392
2,0.05,60,437.656197218242
3,0.05,60,448.846779873917
1,0.075,60,455.583244339615
2,0.075,60,467.399749902984
3,0.075,60,465.13025580363
1,0.1,60,453.606196045444
2,0.1,60,457.559618549526
3,0.1,60,444.927170867263
1,0.125,60,442.577090628772
2,0.125,60,447.586794716265
3,0.125,60,451.719329032879
1,0.15,60,451.990442002986
2,0.15,60,449.479537647849
3,0.15,60,450.44349297472
1,0.175,60,437.73824161744
2,0.175,60,448.587259163751
3,0.175,60,434.26076357222
1,0.2,60,453.202185255835
2,0.2,60,436.053941221463
3,0.2,60,444.669343428569
1,0.225,60,446.546846281662
2,0.225,60,434.262481889967
3,0.225,60,438.836657358739
1,0.25,60,428.446008685735
2,0.25,60,434.543171736228
3,0.25,60,435.219903738728
1,0.275,60,437.171367499716
2,0.275,60,427.156308161234
3,0.275,60,433.355910660157
1,0.3,60,418.722477592025
2,0.3,60,426.100003881116
3,0.3,60,431.385311669382
1,0.325,60,419.511810521887
2,0.325,60,420.42462067288
3,0.325,60,422.14780822335
1,0.35,60,425.302043768023
2,0.35,60,427.215852878877
3,0.35,60,426.540924105468
1,0.375,60,427.087138679315
2,0.375,60,419.168481456188
3,0.375,60,417.255044920507
1,0.4,60,414.113259825186
2,0.4,60,414.747710936963
3,0.4,60,425.3632892742
1,0.425,60,406.981097361285
2,0.425,60,409.122024831629
3,0.425,60,407.790569517854
1,0.45,60,399.232554857238
2,0.45,60,401.062612745708
3,0.45,60,399.054716195511
1,0.475,60,412.058483918055
2,0.475,60,419.533284467075
3,0.475,60,410.327337615493
1,0.5,60,405.408420878532
2,0.5,60,394.815167006371
3,0.5,60,407.170148857162
1,0.025,65,428.134534905733
2,0.025,65,440.0443013584
3,0.025,65,431.535025502648
1,0.05,65,416.294078634617
2,0.05,65,425.073146581419
3,0.05,65,433.899608800301
1,0.075,65,422.372039272483
2,0.075,65,415.761846659416
3,0.075,65,408.868406043931
1,0.1,65,424.477989093457
2,0.1,65,420.159442593118
3,0.1,65,418.844407655393
1,0.125,65,424.109108902845
2,0.125,65,419.232611909108
3,0.125,65,419.544753504058
1,0.15,65,419.271392708513
2,0.15,65,413.302165046078
3,0.15,65,416.268912791567
1,0.175,65,410.824237121878
2,0.175,65,417.402931348197
3,0.175,65,411.204484385684
1,0.2,65,422.987894381713
2,0.2,65,414.633842739801
3,0.2,65,409.297208582925
1,0.225,65,409.727232230266
2,0.225,65,399.505556296713
3,0.225,65,422.527696685913
1,0.25,65,393.153234916869
2,0.25,65,389.720904437117
3,0.25,65,414.025035864331
1,0.275,65,403.609957739612
2,0.275,65,403.947026985102
3,0.275,65,388.275788209695
1,0.3,65,389.596302558517
2,0.3,65,402.924363701025
3,0.3,65,396.43336851303
1,0.325,65,391.549582679815
2,0.325,65,377.901530987424
3,0.325,65,399.325010864147
1,0.35,65,388.375195595618
2,0.35,65,386.784217809455
3,0.35,65,393.146490853639
1,0.375,65,386.055251873086
2,0.375,65,377.620399208164
3,0.375,65,383.318602144553
1,0.4,65,396.093892360588
2,0.4,65,402.507360804584
3,0.4,65,398.729586746199
1,0.425,65,381.745622773923
2,0.425,65,363.410183398911
3,0.425,65,394.412355154328
1,0.45,65,359.414516742673
2,0.45,65,376.525421153458
3,0.45,65,369.234675317932
1,0.475,65,366.801816596064
2,0.475,65,372.092761171099
3,0.475,65,372.039621663152
1,0.5,65,369.890125213383
2,0.5,65,373.402716011143
3,0.5,65,359.683475803988
1,0.025,70,396.947306431125
2,0.025,70,382.862221122402
3,0.025,70,394.541888873215
1,0.05,70,385.87563247531
2,0.05,70,382.69195914025
3,0.05,70,381.396864699731
1,0.075,70,382.117974873456
2,0.075,70,376.159105406167
3,0.075,70,385.062209530157
1,0.1,70,392.855215984704
2,0.1,70,393.191423835148
3,0.1,70,392.766306936318
1,0.125,70,375.955828277439
2,0.125,70,389.931124249338
3,0.125,70,391.915842343159
1,0.15,70,377.305791820961
2,0.15,70,384.122471294273
3,0.15,70,389.465295969819
1,0.175,70,380.909897267512
2,0.175,70,379.057035974986
3,0.175,70,380.276046797937
1,0.2,70,375.032291682724
2,0.2,70,372.043968915323
3,0.2,70,367.133820890478
1,0.225,70,366.694421055886
2,0.225,70,384.587637758264
3,0.225,70,366.571452863715
1,0.25,70,367.284867958869
2,0.25,70,381.845507682091
3,0.25,70,374.036402797297
1,0.275,70,373.070643473523
2,0.275,70,361.463748713013
3,0.275,70,350.557276297087
1,0.3,70,365.712160646192
2,0.3,70,368.3727823189
3,0.3,70,349.723541363488
1,0.325,70,371.695481875754
2,0.325,70,380.247165205794
3,0.325,70,372.779660296302
1,0.35,70,351.283972926878
2,0.35,70,353.792645483884
3,0.35,70,349.410338936048
1,0.375,70,361.998448553592
2,0.375,70,362.257056117015
3,0.375,70,364.446759877808
1,0.4,70,340.354786526336
2,0.4,70,337.959193801842
3,0.4,70,353.407283043718
1,0.425,70,347.937098259675
2,0.425,70,335.442203815812
3,0.425,70,339.213024377652
1,0.45,70,341.41864790642
2,0.45,70,339.553521864157
3,0.45,70,335.755259714515
1,0.475,70,333.687861453919
2,0.475,70,337.22482249492
3,0.475,70,331.160573271132
1,0.5,70,338.950329472025
2,0.5,70,329.678842152729
3,0.5,70,334.3063668733
1,0.025,75,359.237511819255
2,0.025,75,359.122618055345
3,0.025,75,355.756089055492
1,0.05,75,361.000618582774
2,0.05,75,359.903434394644
3,0.05,75,350.831576416523
1,0.075,75,353.032054777206
2,0.075,75,341.491531347976
3,0.075,75,343.944206411989
1,0.1,75,346.525414214305
2,0.1,75,334.906628896849
3,0.1,75,360.01687704835
1,0.125,75,336.906022666526
2,0.125,75,321.713430365292
3,0.125,75,343.344992339171
1,0.15,75,344.515433812902
2,0.15,75,348.721588114448
3,0.15,75,346.576204267591
1,0.175,75,338.547925506311
2,0.175,75,344.096049147207
3,0.175,75,338.823337932655
1,0.2,75,350.301881842234
2,0.2,75,330.231916778388
3,0.2,75,319.600538736602
1,0.225,75,341.995042405394
2,0.225,75,330.485293638909
3,0.225,75,334.353826382374
1,0.25,75,335.219408082036
2,0.25,75,323.693739543213
3,0.25,75,338.9410141242
1,0.275,75,318.898783922138
2,0.275,75,322.544390740284
3,0.275,75,330.171374445211
1,0.3,75,337.952169726287
2,0.3,75,319.816755306335
3,0.3,75,333.201865028582
1,0.325,75,325.073946005605
2,0.325,75,337.46137932536
3,0.325,75,334.80560103963
1,0.35,75,303.694954381556
2,0.35,75,315.159950058485
3,0.35,75,303.872934482976
1,0.375,75,319.534621411208
2,0.375,75,327.343537446413
3,0.375,75,314.326652326463
1,0.4,75,312.512811664848
2,0.4,75,311.618900025031
3,0.4,75,318.558014088399
1,0.425,75,312.408825369094
2,0.425,75,300.264416925634
3,0.425,75,304.936647737673
1,0.45,75,293.745961923798
2,0.45,75,305.545142714634
3,0.45,75,313.0534899265
1,0.475,75,301.607144995713
2,0.475,75,306.117921466945
3,0.475,75,314.065161632869
1,0.5,75,309.251868208625
2,0.5,75,296.989544826892
3,0.5,75,313.05235089006
1,0.025,80,323.261254629067
2,0.025,80,305.685690442186
3,0.025,80,321.886808198499
1,0.05,80,310.32588160368
2,0.05,80,323.310681404118
3,0.05,80,314.083945946638
1,0.075,80,321.128152425173
2,0.075,80,320.318493104633
3,0.075,80,308.159063610701
1,0.1,80,307.614296829238
2,0.1,80,313.267297449633
3,0.1,80,306.594632811042
1,0.125,80,302.554877979792
2,0.125,80,299.187726976284
3,0.125,80,314.954303164905
1,0.15,80,304.436801081597
2,0.15,80,306.683808507837
3,0.15,80,311.607582809313
1,0.175,80,286.592098898874
2,0.175,80,292.517245165156
3,0.175,80,311.339282769258
1,0.2,80,298.996025711397
2,0.2,80,300.805223468962
3,0.2,80,293.622109832587
1,0.225,80,287.903341507931
2,0.225,80,277.776132005112
3,0.225,80,296.262741701213
1,0.25,80,291.835828425626
2,0.25,80,304.022056690444
3,0.25,80,290.524636659394
1,0.275,80,303.684084018972
2,0.275,80,288.170824964088
3,0.275,80,279.527666757996
1,0.3,80,305.238792529261
2,0.3,80,297.327233305027
3,0.3,80,286.624280906913
1,0.325,80,268.86489657736
2,0.325,80,275.551012912943
3,0.325,80,285.13838534861
1,0.35,80,289.214214578606
2,0.35,80,281.068820291581
3,0.35,80,279.903043006589
1,0.375,80,264.632166806993
2,0.375,80,283.972378490594
3,0.375,80,268.472270899419
1,0.4,80,274.606921500484
2,0.4,80,271.376136047697
3,0.4,80,275.722854196204
1,0.425,80,253.137600585137
2,0.425,80,272.810708589739
3,0.425,80,276.933651475345
1,0.45,80,257.744077262156
2,0.45,80,251.199255028246
3,0.45,80,264.182552346748
1,0.475,80,260.7813687338
2,0.475,80,273.375814636013
3,0.475,80,281.630496356199
1,0.5,80,259.690738772513
2,0.5,80,280.648856019764
3,0.5,80,252.887520226084
1,0.025,85,260.654684231716
2,0.025,85,286.476323421347
3,0.025,85,266.986493269121
1,0.05,85,278.657277343878
2,0.05,85,274.255418846794
3,0.05,85,269.371806807765
1,0.075,85,275.349101227841
2,0.075,85,269.897478108656
3,0.075,85,259.874926695299
1,0.1,85,263.245630909538
2,0.1,85,258.452483858841
3,0.1,85,275.171891470436
1,0.125,85,274.285072810034
2,0.125,85,260.73336529877
3,0.125,85,249.297734200687
1,0.15,85,268.898566111136
2,0.15,85,264.762270605198
3,0.15,85,263.457804139824
1,0.175,85,261.501788750416
2,0.175,85,259.805572675842
3,0.175,85,253.182308384889
1,0.2,85,255.871428302415
2,0.2,85,263.535793907561
3,0.2,85,250.035022771247
1,0.225,85,258.002591440426
2,0.225,85,244.301698726259
3,0.225,85,249.521496554657
1,0.25,85,252.203258203005
2,0.25,85,246.842564365617
3,0.25,85,253.799620299984
1,0.275,85,240.703961614505
2,0.275,85,246.576463334869
3,0.275,85,247.183194324934
1,0.3,85,241.82953789242
2,0.3,85,253.037287958659
3,0.3,85,239.049456971463
1,0.325,85,246.751388820418
2,0.325,85,227.139690608236
3,0.325,85,231.2405207163
1,0.35,85,251.381387931893
2,0.35,85,234.879735840562
3,0.35,85,252.027335472231
1,0.375,85,228.108977093361
2,0.375,85,235.56572052145
3,0.375,85,241.898448828245
1,0.4,85,238.158491122956
2,0.4,85,232.307951072863
3,0.4,85,242.008708804505
1,0.425,85,220.7937248103
2,0.425,85,223.434984765605
3,0.425,85,215.359371140714
1,0.45,85,232.000614471971
2,0.45,85,217.514176089211
3,0.45,85,228.41749695978
1,0.475,85,232.049698247884
2,0.475,85,232.635642233544
3,0.475,85,227.729986671006
1,0.5,85,225.628576671656
2,0.5,85,221.94715851418
3,0.5,85,218.117003826273
1,0.025,90,217.22281168523
2,0.025,90,231.337868077581
3,0.025,90,224.139720801903
1,0.05,90,236.15869402939
2,0.05,90,236.718429018828
3,0.05,90,219.209439419316
1,0.075,90,213.615529511752
2,0.075,90,233.691440204841
3,0.075,90,247.62565108676
1,0.1,90,213.776754334822
2,0.1,90,216.278983993513
3,0.1,90,229.0383249348
1,0.125,90,218.638764179459
2,0.125,90,222.355557677639
3,0.125,90,205.544324551885
1,0.15,90,223.348800893271
2,0.15,90,234.333795735556
3,0.15,90,219.271114756231
1,0.175,90,216.754221144969
2,0.175,90,217.755739562644
3,0.175,90,211.415669770246
1,0.2,90,214.187888304083
2,0.2,90,217.362254820494
3,0.2,90,201.05642741719
1,0.225,90,209.754339288831
2,0.225,90,218.896437716229
3,0.225,90,218.391838170744
1,0.25,90,212.816109637937
2,0.25,90,205.399859966456
3,0.25,90,203.896767701011
1,0.275,90,213.765012970725
2,0.275,90,211.259776855323
3,0.275,90,198.412376889741
1,0.3,90,201.631926688385
2,0.3,90,198.529848962868
3,0.3,90,193.097052588632
1,0.325,90,192.064428043715
2,0.325,90,212.386214596333
3,0.325,90,212.516728265375
1,0.35,90,204.118670679353
2,0.35,90,191.37986613094
3,0.35,90,188.301836112098
1,0.375,90,183.470557429439
2,0.375,90,184.40338998963
3,0.375,90,188.18271413764
1,0.4,90,184.664457355346
2,0.4,90,200.699216920656
3,0.4,90,184.344549955267
1,0.425,90,196.318375368837
2,0.425,90,187.045112686209
3,0.425,90,178.864034234948
1,0.45,90,178.107937459403
2,0.45,90,174.256819739894
3,0.45,90,187.039104042663
1,0.475,90,184.304497527663
2,0.475,90,169.819900287094
3,0.475,90,178.112440099288
1,0.5,90,187.205131189147
2,0.5,90,172.876511245788
3,0.5,90,167.121751750803
1,0.025,95,190.13026214027
2,0.025,95,203.903892001059
3,0.025,95,181.852972512832
1,0.05,95,176.440230553451
2,0.05,95,187.608846888055
3,0.05,95,180.92094966611
1,0.075,95,168.586707064413
2,0.075,95,178.1409787397
3,0.075,95,171.950766427515
1,0.1,95,174.373228707188
2,0.1,95,158.824146033243
3,0.1,95,180.157928945315
1,0.125,95,178.206340093498
2,0.125,95,172.13295364161
3,0.125,95,173.859917842054
1,0.15,95,162.129145566396
2,0.15,95,172.056782559464
3,0.15,95,166.605817727364
1,0.175,95,162.588513446334
2,0.175,95,167.85506154304
3,0.175,95,165.909052845107
1,0.2,95,168.82408356386
2,0.2,95,174.491851873365
3,0.2,95,157.599099341682
1,0.225,95,163.071260527834
2,0.225,95,181.58798958542
3,0.225,95,155.496135363866
1,0.25,95,157.121209486281
2,0.25,95,159.401227728627
3,0.25,95,147.209911644007
1,0.275,95,164.796526855561
2,0.275,95,160.657270551181
3,0.275,95,151.617601154071
1,0.3,95,160.545555542191
2,0.3,95,151.021473629039
3,0.3,95,148.101340387073
1,0.325,95,144.113532085685
2,0.325,95,177.45818730302
3,0.325,95,162.818663028217
1,0.35,95,154.308805464976
2,0.35,95,139.413407997785
3,0.35,95,145.936195675257
1,0.375,95,135.305049482079
2,0.375,95,146.14669173424
3,0.375,95,138.543873488198
1,0.4,95,143.876849979485
2,0.4,95,145.54295337482
3,0.4,95,146.714525361294
1,0.425,95,138.691256557378
2,0.425,95,144.682873614778
3,0.425,95,142.669154169728
1,0.45,95,124.138541661426
2,0.45,95,132.9662460506
3,0.45,95,137.68222094691
1,0.475,95,129.457718213176
2,0.475,95,126.604478103652
3,0.475,95,123.813034512298
1,0.5,95,137.345438188094
2,0.5,95,131.603588161658
3,0.5,95,141.837812510302
1,0.025,100,137.115602207335
2,0.025,100,139.219161673354
3,0.025,100,129.779887375213
1,0.05,100,133.433990506361
2,0.05,100,127.146753194889
3,0.05,100,140.445211373699
1,0.075,100,129.865976865227
2,0.075,100,120.064650445958
3,0.075,100,126.42572632406
1,0.1,100,114.056921905029
2,0.1,100,125.133324255928
3,0.1,100,135.71801953831
1,0.125,100,124.292201878199
2,0.125,100,116.009466818947
3,0.125,100,126.605105668048
1,0.15,100,112.315093008088
2,0.15,100,130.935109871209
3,0.15,100,126.805035156152
1,0.175,100,131.483957573917
2,0.175,100,113.390581894211
3,0.175,100,116.184983345371
1,0.2,100,123.338230825637
2,0.2,100,107.381503487684
3,0.2,100,123.22398673944
1,0.225,100,113.738780967572
2,0.225,100,111.297321342418
3,0.225,100,104.366904120172
1,0.25,100,97.1206178293236
2,0.25,100,118.87327024167
3,0.25,100,103.228458699805
1,0.275,100,117.888826105274
